Name,customer_id,gender,age,city,state,pincode,occupation,employer_type,monthly_income,Loan_type,loan_account_number,loan_open_date,disbursal_date,disbursal_channel,sanction_amount,interest_rate,monthly_emi_amount,total_emi_count,emi_paid,months_past_due,dpd_days,last_payment_date,prepayment_flag,foreclosure_flag,outstanding_principal,principal_paid,interest_paid_to_date,cibil_score,total_active_loans,total_closed_loans,enquiries_last_6m,account_status,risk_grade,branch_code,ifsc_code
Ayaan Sharma,CUST00835,Male,63,Lucknow,Uttar Pradesh,279025,Professional,Government,114480,Education Loan,LA2254740345843,2024-11-07,2024-11-07,DSA,2814000,11.87,40888.66,116,8,3,95,2025-06-30,False,False,2705884.08,108115.92,218993.36,705,2,9,5,NPA,D,BR5019,MSBK0943539
Navya Shetty,CUST00836,Male,67,Bhopal,Madhya Pradesh,835327,Student,Private,9468,Auto Loan,LA6930812997824,2017-11-13,2017-11-13,Branch,459000,10.04,12282.47,45,38,0,0,2020-12-26,False,False,83170.65,375829.35,90904.51,719,5,11,2,Current,C,BR6519,MSBK0199928
Aisha Verma,CUST00837,Male,67,Lucknow,Uttar Pradesh,573500,Professional,Public Sector,221365,Business Loan,LA4234680366928,2020-12-27,2020-12-27,Branch,8839000,15.57,800172.55,12,4,0,0,2021-04-21,False,False,6043225.65,2795774.35,404915.85,743,2,10,1,Current,B,BR5546,MSBK0661894
Ishita Naidu,CUST00838,Female,67,New Delhi,Delhi,764941,Salaried,NA,146527,Auto Loan,LA1509432793967,2024-10-04,2024-10-04,Branch,2877000,11.38,66456.2,56,6,0,0,2025-03-29,False,False,2636320.86,240679.14,158058.06,761,1,3,1,Current,B,BR1908,MSBK0916072
Pari Rao,CUST00839,Male,24,Mumbai,Maharashtra,537275,Self-Employed,Government,183792,Gold Loan,LA8831610658841,2015-11-20,2015-11-20,DSA,2195000,7.61,95221.34,25,4,0,0,2016-03-14,False,False,1866687.87,328312.13,52573.23,798,2,1,0,Current,B,BR6933,MSBK0137865
Aditya Singh,CUST00840,Male,67,Coimbatore,Tamil Nadu,430973,Salaried,Proprietorship,161347,Business Loan,LA5903449153716,2016-06-14,2016-06-14,Online,12551000,12.15,227820.15,81,17,0,0,2017-11-05,False,False,10692399.38,1858600.62,2014341.93,758,0,6,0,Current,B,BR7247,MSBK0806752
Vivaan Patel,CUST00841,Male,28,Bhubaneswar,Odisha,169323,Salaried,Government,245187,Education Loan,LA3722595030961,2019-02-08,2019-02-08,Corporate Tie-up,619000,12.69,8983.4,124,65,2,67,2024-06-08,False,False,392810.1,226189.9,357731.1,697,3,1,1,SMA-2,D,BR3299,MSBK0963084
Zara Aggarwal,CUST00842,Female,42,Noida,Uttar Pradesh,613678,Salaried,Public Sector,57292,Personal Loan,LA1008538086442,2019-05-07,2019-05-07,Online,2317000,12.17,53039.17,58,51,0,0,2023-07-13,False,False,356659.74,1960340.26,744657.41,733,2,5,0,Current,B,BR8948,MSBK0797179
Aisha Roy,CUST00843,Female,42,Noida,Uttar Pradesh,501217,Salaried,Private,108988,Gold Loan,LA1071391610058,2025-07-30,2025-07-30,Branch,1001000,9.07,38568.04,29,1,0,0,2025-08-24,False,False,969997.85,31002.15,7565.89,781,2,11,0,Current,B,BR8543,MSBK0455533
Kunal Reddy,CUST00844,Female,32,Lucknow,Uttar Pradesh,269276,Salaried,NA,44202,Auto Loan,LA9287197129302,2018-06-30,2018-06-30,Branch,2665000,10.85,58482.8,59,50,0,0,2022-08-03,False,False,503318.01,2161681.99,762458.01,758,1,4,2,Current,B,BR9614,MSBK0831828
Kiara Verma,CUST00845,Male,62,Bengaluru,Karnataka,308219,Salaried,NA,49696,Gold Loan,LA2772419287715,2017-11-06,2017-11-06,Corporate Tie-up,2146000,9.71,248195.16,9,3,3,97,2018-02-03,False,False,1447890.14,698109.86,46475.62,686,0,3,3,NPA,D,BR9430,MSBK0684965
Navya Kaur,CUST00846,Female,45,Kolkata,West Bengal,505976,Salaried,Private,168133,Education Loan,LA9959647611299,2019-12-16,2019-12-16,Online,1109000,14.04,16008.93,143,32,0,0,2022-08-02,False,False,992072.71,116927.29,395358.47,785,1,9,4,Current,B,BR8715,MSBK0798115
Yash Naidu,CUST00847,Male,19,Jaipur,Rajasthan,256845,Self-Employed,Government,367591,Business Loan,LA8542398065417,2024-12-11,2024-12-11,Branch,16127000,12.93,258601.12,104,5,0,0,2025-05-10,False,False,15693596.79,433403.21,859602.39,770,1,10,0,Current,B,BR6107,MSBK0632058
Anay Khan,CUST00848,Female,20,Chandigarh,Chandigarh,273823,Salaried,NA,102467,Home Loan,LA3087134911114,2018-07-21,2018-07-21,Corporate Tie-up,16395000,9.8,180740.06,166,41,0,0,2021-11-29,False,False,14124472.61,2270527.39,5139815.07,782,2,0,4,Current,B,BR1764,MSBK0569914
Nisha Thakur,CUST00849,Male,61,Chennai,Tamil Nadu,673827,Salaried,Public Sector,43137,Business Loan,LA7873042896941,2025-02-28,2025-02-28,Branch,15846000,17.86,405408.43,59,5,3,100,2025-07-28,False,False,14972548.7,873451.3,1153590.85,688,1,10,2,NPA,D,BR3183,MSBK0207590
Rudra Khan,CUST00850,Female,23,Kolkata,West Bengal,832130,Retired,NA,5513,Business Loan,LA8708802082013,2019-05-05,2019-05-05,Corporate Tie-up,13579000,13.35,355549.7,50,25,0,0,2021-05-19,False,False,7722511.05,5856488.95,3032253.55,754,2,6,1,Current,B,BR8786,MSBK0778322
Dhruv Sharma,CUST00851,Female,43,Bengaluru,Karnataka,725465,Salaried,Private,192040,Gold Loan,LA5174947139508,2022-09-17,2022-09-17,Online,234000,11.18,19195.67,13,7,0,0,2023-04-13,False,False,111509.76,122490.24,11879.45,778,6,10,0,Current,B,BR5983,MSBK0620369
Vanya Chauhan,CUST00852,Female,21,Bhopal,Madhya Pradesh,273140,Salaried,NA,146997,Education Loan,LA5472549066987,2021-11-16,2021-11-16,DSA,2787000,11.89,83046.8,41,26,0,0,2024-01-04,False,False,1152265.35,1634734.65,524482.15,739,1,0,1,Current,B,BR1778,MSBK0787017
Vivaan Reddy,CUST00853,Male,50,Chennai,Tamil Nadu,718789,Retired,Private,48855,Education Loan,LA9383395292315,2020-06-20,2020-06-20,Branch,2271000,11.8,34051.13,109,61,3,100,2025-06-21,False,False,1297890.91,973109.09,1104009.84,739,2,9,0,NPA,D,BR5275,MSBK0992839
Meera Reddy,CUST00854,Female,45,Chennai,Tamil Nadu,263969,Salaried,Private,109630,Gold Loan,LA2336670993651,2024-12-28,2024-12-28,Branch,1375000,10.88,54133.36,29,8,0,0,2025-08-25,False,False,1030894.64,344105.36,88961.52,805,3,7,0,Current,A,BR3595,MSBK0617336
Sai Mahajan,CUST00855,Female,49,Kochi,Kerala,190346,Self-Employed,NA,327910,Auto Loan,LA1630807704322,2017-04-22,2017-04-22,Online,1883000,9.83,83602.52,25,18,0,0,2018-10-12,False,False,566503.77,1316496.23,188349.13,739,1,12,0,Current,B,BR6508,MSBK0505919
Reyansh Gupta,CUST00856,Female,45,Coimbatore,Tamil Nadu,188705,Salaried,Government,110322,Auto Loan,LA5611626121174,2019-02-02,2019-02-02,Online,1037000,11.42,35843.68,34,10,0,0,2019-11-25,False,False,765840.26,271159.74,87277.06,745,3,5,4,Current,B,BR2265,MSBK0687231
Vanya Shetty,CUST00857,Male,42,Chennai,Tamil Nadu,318904,Self-Employed,Government,71891,Business Loan,LA7965800084675,2024-08-13,2024-08-13,DSA,10704000,14.76,173060.91,117,2,0,0,2024-10-10,False,False,10620687.34,83312.66,262809.16,749,3,1,0,Current,B,BR2264,MSBK0869365
Aarav Patel,CUST00858,Male,60,Bhopal,Madhya Pradesh,328183,Self-Employed,Public Sector,239407,Education Loan,LA7032475802996,2016-02-26,2016-02-26,DSA,2782000,11.49,42125.63,105,71,0,0,2021-12-23,False,False,1217576.67,1564423.33,1426496.4,746,1,10,1,Current,B,BR8613,MSBK0394424
Riya Das,CUST00859,Female,48,New Delhi,Delhi,158626,Salaried,Public Sector,161582,Home Loan,LA6620098168073,2018-10-12,2018-10-12,Branch,8054000,9.74,69202.13,358,33,1,35,2021-06-28,False,False,7909712.93,144287.07,2139383.22,730,1,11,1,SMA-1,C,BR6343,MSBK0406767
Sai Shetty,CUST00860,Female,67,Bhubaneswar,Odisha,722193,Salaried,Private,150725,Auto Loan,LA9219853460815,2017-01-23,2017-01-23,Branch,795000,10.09,16506.62,62,47,2,65,2020-12-01,False,False,231708.63,563291.37,212519.77,726,1,12,1,SMA-2,D,BR2814,MSBK0425381
Ayaan Sharma,CUST00861,Male,57,New Delhi,Delhi,659454,Salaried,Public Sector,47687,Business Loan,LA4708690798465,2017-06-23,2017-06-23,Corporate Tie-up,15954000,13.3,243008.84,118,2,0,0,2017-08-22,False,False,15820895.77,133104.23,352913.45,768,4,6,0,Current,B,BR2324,MSBK0227766
Aarohi Banerjee,CUST00862,Female,53,Chennai,Tamil Nadu,162198,Self-Employed,NA,255860,Gold Loan,LA7095253989510,2021-05-07,2021-05-07,DSA,583000,7.43,28427.66,22,5,0,0,2021-10-02,False,False,457364.21,125635.79,16502.51,779,2,0,1,Current,B,BR3382,MSBK0729581
Dhruv Banerjee,CUST00863,Male,49,Kochi,Kerala,189384,Salaried,Proprietorship,74815,Home Loan,LA5963703923384,2023-10-19,2023-10-19,Online,16949000,9.47,154965.3,253,23,2,60,2025-09-05,False,False,16416401.73,532598.27,3031603.63,743,0,5,0,SMA-1,C,BR1993,MSBK0168612
Aarohi Naidu,CUST00864,Other,21,Mumbai,Maharashtra,746800,Salaried,Public Sector,177748,Education Loan,LA8589140494198,2021-02-28,2021-02-28,Corporate Tie-up,1563000,10.17,62941.45,28,25,5,157,2023-03-16,False,False,185668.43,1377331.57,196204.68,573,2,0,2,NPA,D,BR2766,MSBK0117771
Ira Shetty,CUST00865,Male,68,Indore,Madhya Pradesh,695417,Professional,Public Sector,174281,Education Loan,LA4525924706232,2024-12-14,2024-12-14,Corporate Tie-up,2157000,12.11,30089.98,128,6,3,93,2025-06-11,False,False,2105789.61,51210.39,129329.49,727,1,6,3,NPA,D,BR5200,MSBK0971581
Atharv Iyer,CUST00866,Female,36,Bengaluru,Karnataka,844204,Salaried,Public Sector,197930,Auto Loan,LA8899266997892,2015-11-01,2015-11-01,Branch,803000,10.12,16482.87,63,20,0,0,2017-06-18,False,False,592405.41,210594.59,119062.81,768,3,4,0,Current,B,BR1724,MSBK0299684
Ananya Thakur,CUST00867,Male,23,Chennai,Tamil Nadu,217970,Salaried,Government,117229,Business Loan,LA9418772022974,2017-03-12,2017-03-12,Branch,1410000,12.92,33658.55,56,33,0,0,2019-11-26,False,False,682507.6,727492.4,383239.75,760,3,3,2,Current,B,BR3436,MSBK0357856
Navya Yadav,CUST00868,Female,47,Gurgaon,Haryana,859613,Self-Employed,NA,316246,Education Loan,LA8109587883620,2021-04-19,2021-04-19,DSA,347000,10.8,4785.55,118,40,0,0,2024-07-29,False,False,267378.19,79621.81,111800.19,746,1,11,0,Current,B,BR8696,MSBK0705557
Diya Mukherjee,CUST00869,Female,38,New Delhi,Delhi,140902,Salaried,Public Sector,42304,Education Loan,LA7623467868840,2017-11-08,2017-11-08,Online,2787000,13.24,51825.06,82,25,1,33,2019-11-24,False,False,2184086.01,602913.99,692712.51,772,1,2,3,SMA-1,C,BR7908,MSBK0183643
Atharv Roy,CUST00870,Male,48,Hyderabad,Telangana,658997,Retired,Proprietorship,13334,Gold Loan,LA3090870563957,2024-08-24,2024-08-24,Branch,2280000,11.34,163743.31,15,3,0,0,2024-11-18,False,False,1849364.09,430635.91,60594.02,793,2,3,1,Current,B,BR8922,MSBK0587899
Aditya Yadav,CUST00871,Female,21,Bhubaneswar,Odisha,560941,Salaried,NA,192948,Auto Loan,LA8785064189655,2023-12-27,2023-12-27,Branch,2518000,9.69,52439.51,61,25,0,0,2026-01-12,False,False,1632518.77,885481.23,425506.52,777,1,4,2,Current,B,BR9757,MSBK0149847
Aarav Joshi,CUST00872,Male,48,Bhubaneswar,Odisha,626147,Professional,NA,150826,Personal Loan,LA9127595207007,2021-04-30,2021-04-30,Corporate Tie-up,2430000,17.33,100384.2,30,12,1,33,2022-04-25,False,False,1581181.07,848818.93,355791.47,736,3,3,3,SMA-1,C,BR1817,MSBK0691397
Reyansh Nair,CUST00873,Male,43,Hyderabad,Telangana,855077,Salaried,Proprietorship,30702,Auto Loan,LA3509357646139,2021-09-29,2021-09-29,Online,2591000,11.43,41843.4,94,4,1,30,2022-01-25,False,False,2521356.34,69643.66,97729.94,766,2,9,3,SMA-0,B,BR1789,MSBK0576264
Nisha Naidu,CUST00874,Female,62,Gurgaon,Haryana,603004,Salaried,Private,151691,Gold Loan,LA6997489794495,2025-11-05,2025-11-05,Online,1618000,8.2,130496.02,13,0,0,0,,False,False,1618000.0,0.0,0.0,767,4,11,0,Current,B,BR2675,MSBK0801208
Rudra Aggarwal,CUST00875,Male,29,Pune,Maharashtra,496909,Salaried,Public Sector,60658,Gold Loan,LA7581991158571,2021-01-03,2021-01-03,Online,1046000,9.21,38043.7,31,21,0,0,2022-09-23,False,False,364858.75,681141.25,117776.45,752,2,8,0,Current,B,BR1766,MSBK0836799
Nisha Gupta,CUST00876,Male,39,Lucknow,Uttar Pradesh,477102,Salaried,Government,200293,Business Loan,LA4988885302318,2024-12-29,2024-12-29,Online,8368000,17.9,205790.07,63,10,0,0,2025-10-22,False,False,7501757.29,866242.71,1191657.99,780,2,7,3,Current,B,BR9521,MSBK0551719
Vivaan Aggarwal,CUST00877,Male,56,Gurgaon,Haryana,690386,Self-Employed,Proprietorship,328352,Auto Loan,LA2922873676018,2016-07-03,2016-07-03,Online,587000,11.9,10492.81,82,64,0,0,2021-10-05,False,False,172195.1,414804.9,256734.94,759,2,0,2,Current,B,BR4292,MSBK0794510
Anika Thakur,CUST00878,Female,21,Chennai,Tamil Nadu,819769,Salaried,Proprietorship,127459,Personal Loan,LA8802049580474,2023-02-28,2023-02-28,Branch,1959000,13.96,58158.13,43,19,0,0,2024-09-20,False,False,1211779.56,747220.44,357784.03,740,0,2,3,Current,B,BR7787,MSBK0891147
Ananya Gupta,CUST00879,Male,67,Patna,Bihar,786280,Professional,Private,473973,Education Loan,LA8540425627633,2019-08-28,2019-08-28,Branch,3664000,13.34,55010.14,122,8,1,40,2020-04-21,True,False,3545225.91,118774.09,321307.03,767,5,9,0,SMA-1,C,BR2521,MSBK0420528
Meera Roy,CUST00880,Male,47,Visakhapatnam,Andhra Pradesh,332902,Professional,Proprietorship,377595,Education Loan,LA1331920894680,2017-07-02,2017-07-02,Online,3879000,13.26,71637.87,83,66,0,0,2022-11-28,False,False,1104757.74,2774242.26,1953857.16,729,3,6,2,Current,B,BR2043,MSBK0594470
Meera Ghosh,CUST00881,Male,44,Hyderabad,Telangana,255580,Salaried,Private,135134,Home Loan,LA9224141431932,2022-05-14,2022-05-14,Branch,10559000,9.49,99656.9,231,9,2,63,2023-02-06,False,False,10408940.13,150059.87,746852.23,714,1,12,1,SMA-2,D,BR2032,MSBK0554677
Riya Naidu,CUST00882,Female,39,Patna,Bihar,719134,Self-Employed,Public Sector,380206,Gold Loan,LA6447543937472,2023-10-22,2023-10-22,Corporate Tie-up,2303000,8.47,76425.37,34,21,0,0,2025-07-10,False,False,946125.79,1356874.21,248058.56,746,1,1,2,Current,B,BR2939,MSBK0970760
Atharv Sharma,CUST00883,Male,32,Indore,Madhya Pradesh,380272,Self-Employed,Government,71437,Business Loan,LA2437967666424,2017-09-18,2017-09-18,Branch,135000,14.26,7009.58,22,14,1,30,2018-11-12,False,False,53192.97,81807.03,16327.09,729,2,9,0,SMA-0,B,BR4715,MSBK0738108
Kiara Chatterjee,CUST00884,Female,29,Indore,Madhya Pradesh,210768,Self-Employed,Government,86289,Home Loan,LA9216670879402,2020-12-16,2020-12-16,DSA,11584000,8.05,86630.58,340,60,1,30,2025-11-16,True,False,10927639.75,656360.25,4541474.55,760,1,0,0,SMA-0,B,BR6475,MSBK0536120
Vanya Ghosh,CUST00885,Female,33,Patna,Bihar,564141,Salaried,NA,105356,Business Loan,LA4705527604312,2022-12-10,2022-12-10,Corporate Tie-up,8006000,14.16,141417.28,94,28,0,0,2025-03-26,False,False,6459010.91,1546989.09,2412694.75,775,1,6,1,Current,B,BR1094,MSBK0765798
Anay Bansal,CUST00886,Male,24,Patna,Bihar,303119,Salaried,Proprietorship,241035,Home Loan,LA4927979220042,2023-03-02,2023-03-02,Branch,13864000,9.2,115902.01,326,6,1,40,2023-08-27,False,False,13805215.28,58784.72,636627.34,767,1,11,0,SMA-1,C,BR3325,MSBK0801448
Aarohi Ghosh,CUST00887,Female,58,Hyderabad,Telangana,354351,Professional,Government,226105,Home Loan,LA7949562347329,2021-09-28,2021-09-28,Branch,6321000,9.89,83147.93,120,14,4,120,2022-11-19,False,False,5862192.64,458807.36,705263.66,695,5,5,0,NPA,D,BR6732,MSBK0832073
Arjun Mahajan,CUST00888,Male,37,Lucknow,Uttar Pradesh,277077,Salaried,Proprietorship,111960,Personal Loan,LA8906264744664,2018-11-27,2018-11-27,Branch,2545000,18.91,116459.2,27,7,1,37,2019-06-24,False,False,1984578.61,560421.39,254793.01,743,1,1,1,SMA-1,C,BR8539,MSBK0503884
Vanya Kulkarni,CUST00889,Male,19,Ahmedabad,Gujarat,456085,Salaried,NA,106194,Auto Loan,LA3393421555913,2020-08-11,2020-08-11,Corporate Tie-up,2073000,10.77,37070.49,78,64,0,0,2025-11-12,False,False,485662.93,1587337.07,785174.29,729,4,2,2,Current,B,BR3319,MSBK0277026
Ananya Gupta,CUST00890,Female,44,Coimbatore,Tamil Nadu,372337,Self-Employed,Government,353079,Personal Loan,LA1737764689254,2017-11-22,2017-11-22,DSA,877000,18.49,25627.99,49,39,0,0,2021-02-02,False,False,235835.56,641164.44,358327.17,760,1,1,0,Current,B,BR6131,MSBK0824554
Ira Chatterjee,CUST00891,Male,25,Chandigarh,Chandigarh,604484,Retired,Private,43708,Gold Loan,LA7150153994284,2018-09-12,2018-09-12,Online,2148000,8.64,203809.37,11,9,1,35,2019-06-07,False,False,403258.33,1744741.67,89542.66,709,1,11,3,SMA-1,C,BR3435,MSBK0619113
Jia Das,CUST00892,Male,48,Chennai,Tamil Nadu,649831,Self-Employed,Proprietorship,246989,Gold Loan,LA8943340988365,2016-08-17,2016-08-17,Corporate Tie-up,951000,7.3,31047.55,34,13,0,0,2017-09-06,True,False,610331.69,340668.31,62949.84,749,1,2,0,Current,B,BR9081,MSBK0153037
Diya Shetty,CUST00893,Male,47,Ahmedabad,Gujarat,688289,Professional,Public Sector,345217,Gold Loan,LA3904444154530,2019-08-24,2019-08-24,Branch,287000,9.13,11799.02,27,20,0,0,2021-04-15,False,False,80135.88,206864.12,29116.28,738,2,2,1,Current,B,BR6713,MSBK0836607
Jia Chatterjee,CUST00894,Female,68,Bhubaneswar,Odisha,539016,Self-Employed,Proprietorship,57739,Education Loan,LA7768059405051,2016-08-18,2016-08-18,Online,911000,11.92,33372.67,32,21,0,0,2018-05-08,False,False,346130.24,564869.76,135956.31,748,1,3,0,Current,B,BR2968,MSBK0144766
Aisha Pillai,CUST00895,Female,28,Lucknow,Uttar Pradesh,816466,Salaried,Government,236005,Personal Loan,LA8518414442866,2021-10-15,2021-10-15,Corporate Tie-up,277000,16.6,11048.65,31,6,0,0,2022-04-08,False,False,232173.7,44826.3,21465.6,787,1,0,1,Current,B,BR1922,MSBK0216899
Zara Iyer,CUST00896,Male,29,Kolkata,West Bengal,842374,Salaried,NA,61407,Business Loan,LA5359345031979,2019-04-16,2019-04-16,Branch,4416000,17.56,120345.13,53,34,0,0,2022-01-28,False,False,1983648.87,2432351.13,1659383.29,761,1,12,0,Current,B,BR7076,MSBK0983997
Aadhya Bhat,CUST00897,Female,61,Hyderabad,Telangana,746859,Salaried,Proprietorship,242665,Education Loan,LA2324670670708,2017-10-26,2017-10-26,Corporate Tie-up,2795000,11.84,44359.43,99,38,2,63,2020-12-08,False,False,2025818.52,769181.48,916476.86,724,2,7,3,SMA-2,D,BR7982,MSBK0446272
Aadhya Naidu,CUST00898,Female,20,Mumbai,Maharashtra,342748,Salaried,NA,114894,Home Loan,LA7857354551539,2022-12-18,2022-12-18,Corporate Tie-up,28587000,10.15,291011.48,211,6,0,0,2023-06-13,False,False,28285406.6,301593.4,1444475.48,804,5,6,0,Current,A,BR3788,MSBK0760213
Diya Mehta,CUST00899,Female,53,Ahmedabad,Gujarat,822388,Self-Employed,Government,161423,Business Loan,LA1887765286287,2018-07-23,2018-07-23,Online,3217000,15.52,133739.24,29,13,0,0,2019-08-16,True,False,1921777.93,1295222.07,443388.05,718,1,6,2,Current,C,BR1802,MSBK0198693
Ayaan Chauhan,CUST00900,Male,47,Kochi,Kerala,168915,Salaried,Proprietorship,182291,Home Loan,LA8537004247877,2020-07-18,2020-07-18,Online,5802000,10.12,52536.01,319,8,0,0,2021-03-13,False,False,5772287.57,29712.43,390575.65,765,3,7,4,Current,B,BR8824,MSBK0320370
Ira Mehta,CUST00901,Female,27,Indore,Madhya Pradesh,613746,Self-Employed,Proprietorship,253110,Auto Loan,LA5199418909094,2015-08-29,2015-08-29,Branch,1941000,10.44,57665.75,40,31,0,0,2018-03-15,False,False,497117.43,1443882.57,343755.68,772,1,9,3,Current,B,BR3148,MSBK0110995
Jia Yadav,CUST00902,Female,38,Hyderabad,Telangana,789371,Salaried,Private,146882,Auto Loan,LA9399785132683,2019-06-23,2019-06-23,DSA,1571000,8.59,52220.99,34,19,0,0,2021-01-12,False,False,740219.51,830780.49,161418.32,730,1,7,2,Current,B,BR4182,MSBK0561416
Aarohi Kaur,CUST00903,Female,20,Noida,Uttar Pradesh,798874,Salaried,Government,26678,Business Loan,LA4327081177744,2015-02-26,2015-02-26,Branch,18451000,12.92,472053.26,51,2,1,33,2015-04-23,False,False,17901261.43,549738.57,394367.95,738,6,5,0,SMA-1,C,BR4204,MSBK0169798
Vivaan Yadav,CUST00904,Female,22,Bhopal,Madhya Pradesh,254031,Salaried,Private,57555,Education Loan,LA3499164452337,2017-04-03,2017-04-03,DSA,477000,9.35,7125.23,95,5,0,0,2017-08-30,False,False,459689.33,17310.67,18315.48,773,3,10,2,Current,B,BR7447,MSBK0740465
Aisha Gupta,CUST00905,Male,27,Visakhapatnam,Andhra Pradesh,517013,Salaried,NA,149232,Home Loan,LA6415679149693,2022-11-25,2022-11-25,Online,1756000,8.47,14888.97,254,21,0,0,2024-08-13,False,False,1699746.63,56253.37,256415.0,795,1,3,3,Current,B,BR1242,MSBK0859854
Dhruv Das,CUST00906,Female,42,Patna,Bihar,554886,Salaried,Private,186877,Personal Loan,LA6965915016147,2024-07-14,2024-07-14,Corporate Tie-up,1408000,18.97,34517.25,66,7,0,0,2025-02-04,True,False,1318007.49,89992.51,151628.24,777,1,3,0,Current,B,BR6980,MSBK0758699
Yash Naidu,CUST00907,Male,41,Noida,Uttar Pradesh,730970,Self-Employed,NA,79465,Education Loan,LA8235209794932,2015-01-10,2015-01-10,Online,3434000,13.96,59575.59,96,47,1,40,2018-11-16,False,False,2215544.71,1218455.29,1581597.44,730,1,0,0,SMA-1,C,BR4864,MSBK0132897
Meera Reddy,CUST00908,Male,68,Visakhapatnam,Andhra Pradesh,275199,Salaried,Proprietorship,162304,Gold Loan,LA9867288596182,2023-04-17,2023-04-17,Online,658000,7.68,57141.08,12,12,1,33,2024-04-11,False,False,0.0,658000.0,27692.96,725,1,12,2,Closed,C,BR3186,MSBK0413793
Ishita Chatterjee,CUST00909,Female,66,Kolkata,West Bengal,479274,Professional,NA,136967,Home Loan,LA8671678099408,2017-01-27,2017-01-27,Corporate Tie-up,12553000,9.9,150394.21,142,12,1,30,2018-01-21,False,False,11964801.99,588198.01,1216532.51,767,1,3,1,SMA-0,B,BR9677,MSBK0463306
Reyansh Thakur,CUST00910,Female,58,Patna,Bihar,598285,Salaried,Private,232582,Gold Loan,LA1870281769931,2019-07-05,2019-07-05,Branch,363000,11.76,38285.19,10,9,4,123,2020-03-26,False,False,37913.63,325086.37,19480.34,689,1,0,1,NPA,D,BR2344,MSBK0463724
Anay Thakur,CUST00911,Female,55,Kochi,Kerala,396227,Retired,NA,48883,Auto Loan,LA4627903704530,2015-10-14,2015-10-14,Corporate Tie-up,2726000,8.41,63756.28,51,32,0,0,2018-05-30,False,False,1130481.98,1595518.02,444682.94,770,2,11,0,Current,B,BR1990,MSBK0740572
Tara Reddy,CUST00912,Male,22,Noida,Uttar Pradesh,734688,Salaried,Government,35390,Personal Loan,LA9671055081054,2019-03-10,2019-03-10,Branch,916000,16.4,26955.35,46,19,0,0,2020-09-29,False,False,605202.84,310797.16,201354.49,748,1,11,2,Current,B,BR6921,MSBK0128143
Aarav Thakur,CUST00913,Female,34,Ahmedabad,Gujarat,268071,Self-Employed,Private,249071,Home Loan,LA6816004017525,2023-06-12,2023-06-12,Corporate Tie-up,3620000,8.95,31612.83,259,6,1,30,2023-12-04,False,False,3591796.69,28203.31,161473.67,768,2,9,1,SMA-0,B,BR5719,MSBK0803334
Aarohi Iyer,CUST00914,Male,56,Visakhapatnam,Andhra Pradesh,725686,Salaried,NA,103754,Personal Loan,LA7703094393354,2024-02-13,2024-02-13,Online,1826000,17.13,50648.66,51,19,1,35,2025-09-01,False,False,1293782.41,532217.59,430106.95,725,4,3,4,SMA-1,C,BR3964,MSBK0366548
Anirudh Rao,CUST00915,Male,57,Jaipur,Rajasthan,782070,Professional,Public Sector,327811,Auto Loan,LA7107423742957,2021-10-01,2021-10-01,Online,1229000,12.45,21074.86,90,24,0,0,2023-09-19,True,False,1003471.98,225528.02,280268.62,766,3,12,4,Current,B,BR2567,MSBK0303867
Harsh Rao,CUST00916,Female,41,Gurgaon,Haryana,197832,Professional,Government,316800,Auto Loan,LA7475044785157,2024-07-01,2024-07-01,Corporate Tie-up,1396000,10.03,23390.06,83,9,0,0,2025-03-23,False,False,1286906.79,109093.21,101417.33,789,1,7,0,Current,B,BR7069,MSBK0975336
Aarav Chauhan,CUST00917,Female,52,Gurgaon,Haryana,392605,Retired,Proprietorship,29638,Education Loan,LA5049031056670,2024-04-07,2024-04-07,Corporate Tie-up,1630000,14.09,24278.99,133,0,6,185,,False,False,1630000.0,0.0,0.0,704,6,10,0,NPA,D,BR6177,MSBK0905926
Harsh Roy,CUST00918,Female,30,Jaipur,Rajasthan,591595,Self-Employed,Public Sector,147885,Education Loan,LA1940770422784,2022-11-21,2022-11-21,Corporate Tie-up,3638000,13.89,60644.75,103,3,1,30,2023-02-15,True,False,3581749.2,56250.8,125683.45,759,2,6,4,SMA-0,B,BR5357,MSBK0859133
Ishita Nair,CUST00919,Female,52,Chandigarh,Chandigarh,522059,Salaried,Public Sector,57478,Education Loan,LA8806120144092,2025-06-13,2025-06-13,Branch,2651000,10.7,123188.47,24,1,0,0,2025-07-11,False,False,2551449.62,99550.38,23638.09,774,2,7,3,Current,B,BR8007,MSBK0603707
Jia Iyer,CUST00920,Female,45,Bhopal,Madhya Pradesh,237760,Salaried,Government,65552,Home Loan,LA3593419331262,2019-04-17,2019-04-17,DSA,7570000,8.14,57391.45,333,27,3,93,2021-07-02,False,False,7391644.17,178355.83,1371213.32,717,3,11,3,NPA,D,BR3992,MSBK0938322
Saanvi Thakur,CUST00921,Female,27,New Delhi,Delhi,805449,Student,Government,3415,Education Loan,LA4992041029402,2019-01-20,2019-01-20,Online,3425000,12.07,87499.43,50,39,2,70,2022-03-30,False,False,906852.47,2518147.53,894330.24,735,2,0,4,SMA-2,D,BR8851,MSBK0926276
